Item;Código;Denominación;Grupo;Clase;Resolución;Estado
4228;95220126;AMPLIFICADOR (OTROS);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4229;95220163;AMPLIFICADOR DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4230;95220201;AMPLIFICADOR DE RADIOFRECUENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4231;95220220;AMPLIFICADOR MEZCLADOR;95 TELECOMUNICACIONES;22 EQUIPO;0089-2001/SBN;ACTIVO
4232;95220239;AMPLIFICADOR TELEFONICO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4233;95220248;ANALIZADOR DE COMUNICACION DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4234;95220250;ANALIZADOR DE DISPERSION PMD/CD;95 TELECOMUNICACIONES;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
4235;95220253;ANALIZADOR DE DISPERSION POR MODO DE POLARIZACION (PMD);95 TELECOMUNICACIONES;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
4236;95220258;ANALIZADOR DE ENERGIA ELECTROSTATICA;95 TELECOMUNICACIONES;22 EQUIPO;0089-2001/SBN;ACTIVO
4237;95220277;ANALIZADOR DE ESPECTROS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4238;95220286;ANALIZADOR DE FIBRA OPTICA - ANALIZADOR DE RED;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4239;95220296;ANALIZADOR DE INTENSIDAD DE CAMPO DE RADIOFRECUENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4240;95220305;ANALIZADOR DE PROTOCOLOS;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4241;95220315;ANALIZADOR DE RADIOCOMUNICACIONES;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4242;95220352;ANALIZADOR DE SEÃALES DE TELEVISION;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4243;95220390;ANALIZADOR DE SISTEMA PARA MICROONDAS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4244;95220399;ANALIZADOR DE TELEFONO;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4245;95220409;ANALIZADOR INTEGRADO DE RED RDSI - ISDN;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4246;95220428;ANALIZADOR LOGICO DE SEÃAL DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4247;95220447;ANALIZADOR PORTATIL DE TRANSPORT STREAM - TS ANALYZER;95 TELECOMUNICACIONES;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4248;95220466;ANALIZADORES (OTROS);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4249;95220503;ANTENA (OTRAS) (MAYOR A 1/4 UIT);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4250;95220541;ANTENA BANDA ANCHA HF;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4251;95220579;ANTENA BASE OMNIDIRECCIONAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4252;95220655;ANTENA DE RADAR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4253;95220692;ANTENA DE SUPERFICIE;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4254;95220730;ANTENA DE TRANSMISION;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4255;95220768;ANTENA DIPOLO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4256;95220787;ANTENA DIRECCIONAL;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4257;95220844;ANTENA FANTASMA CON DISIPADOR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4258;95220881;ANTENA MOVIL HF;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4259;95220957;ANTENA MULTIBANDA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4260;95220995;ANTENA PARABOLICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4261;95221013;APLICADOR DE DIAGNOSTICO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4262;95221032;ATENUADOR OPTICO VARIABLE;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4263;95221051;AUDIFONOS (MAYOR A 1/4 UIT);95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4264;95221070;AUDIFONOS PROFESIONALES;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4265;95221095;BANCO DE MICROPOSICIONAMIENTO AUTOMATICO;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4266;95221108;BALANCEADOR DE PARLANTE;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4267;95221117;BASE DE SINCRONIZACION PARA TELEFONO SATELITAL;95 TELECOMUNICACIONES;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
4268;95221127;BLOQUEADOR DE SEÃAL CELULAR;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4269;95221128;BLOQUEADOR DE ESCRITURA PORTATIL DE PUERTO USB;95 TELECOMUNICACIONES;22 EQUIPO;PENDIENTE;ACTIVO
4270;95221129;BLOQUEADOR DE ESCRITURA PORTATIL DE PUERTO DE DISCOS TIPO IDE/SATA;95 TELECOMUNICACIONES;22 EQUIPO;PENDIENTE;ACTIVO
4271;95221146;BOCINA - DIFUSOR DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4272;95221184;BOOM;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4273;95221221;BORRADOR DE CINTAS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4274;95221259;BOTONERA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4275;95221297;BUSCA PERSONAS - BEEPER;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4276;95221335;CAJA ACUSTICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4277;95221373;CAJA DE DISTRIBUCION DE MICROFONO, AUDIO Y LUCES;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4278;95221382;CAMARA ANTISONORA;95 TELECOMUNICACIONES;22 EQUIPO;0089-2001/SBN;ACTIVO
4279;95221384;CAMARA CCD PARA ASTROFOTOGRAFIA;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4280;95221386;CAMARA CINEMATOGRAFICA;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4281;95221388;CAMARA DE ACCION;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4282;95221391;CAMARA DE CIANOCRILATO PARA LABORATORIO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4283;95221400;CAMARA DE RED - CAMARA IP INALAMBRICA;95 TELECOMUNICACIONES;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4284;95221410;CAMARA DE SATELITE;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4285;95221448;CAMARA DE TELEVISION;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4286;95221457;CAMARA DE TUBO SELLADO;95 TELECOMUNICACIONES;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
4287;95221467;CAMARA DE VIDEO;95 TELECOMUNICACIONES;22 EQUIPO;0090-1999/SBN;ACTIVO
4288;95221470;CAMARA DE VIDEO DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0089-2001/SBN;ACTIVO
4289;95221473;CAMARA DE VIDEO DIGITAL CON DISQUETERA;95 TELECOMUNICACIONES;22 EQUIPO;0089-2001/SBN;ACTIVO
4290;95221474;CAMARA DOMO A COLOR;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4291;95221475;CAMARA DOMO BLANCO Y NEGRO;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4292;95221476;CAPTURADOR DE VIDEO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4293;95221477;CAMARA GRABADORA DE VIDEO PARA VEHICULO;95 TELECOMUNICACIONES;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4294;95221480;CAMARA TRAMPA;95 TELECOMUNICACIONES;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4295;95221486;CARGA COAXIAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4296;95221524;CASETERA DE PROGRAMACION DE CENTRAL TELEFONICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4297;95221536;CENTRAL DE BUSCA PERSONAS - CENTRAL DE BEEPER;95 TELECOMUNICACIONES;22 EQUIPO;0090-1999/SBN;ACTIVO
4298;95221542;CENTRAL DE COMUNICACIONES;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4299;95221548;CENTRAL DE INTERCOMUNICADORES;95 TELECOMUNICACIONES;22 EQUIPO;0090-1999/SBN;ACTIVO
4300;95221561;CENTRAL TELEFONICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4301;95221580;CAMARA CIENTIFICA DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4302;95221599;CIRCUITO CERRADO DE VIDEO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4303;95221618;CLAQUETA DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4304;95221637;CODIFICADOR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4305;95221675;COLUMNA SONORA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4306;95221694;COMBINADOR PARA REPETIDORA;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4307;95221713;COMPRESOR DE SONIDO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4308;95221725;COMPROBADOR DE SISTEMA Y GESTION DE INSTALACIONES CA-TV;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4309;95221737;COMPROBADOR DE TERMINALES MOVILES GSM;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4310;95221743;COMPUTADORA DE CAMPO PORTATIL;95 TELECOMUNICACIONES;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
4311;95221750;CONCENTRADOR (OTROS);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4312;95221788;CONCENTRADOR DE COMUNICACIONES;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4313;95221807;CONCENTRADOR DE IMAGENES - IMAGE HUB;95 TELECOMUNICACIONES;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
4314;95221816;CONCENTRADOR DE RED;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4315;95221826;CONSOLA PARA ATENCION DE LLAMADAS TELEFONICAS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4316;95221864;CONSOLA PARA CONTROL DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4317;95221902;CONSOLA PARA CONTROL DE LUCES;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4318;95221939;CONSOLA PARA EQUIPO DE GRABACION;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4319;95221977;CONTROL DEL TRANSMISOR Y AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4320;95221996;CONTROL DIGITAL DE IMAGENES MULTIPANTALLA - IMAGE GATEWAY;95 TELECOMUNICACIONES;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
4321;95222015;CONTROL REMOTO EN GENERAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4322;95222034;CONTROLADOR DE PUNTOS DE ACCESO A RED INALAMBRICA;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4323;95222053;CONVERSOR ANALOGICO DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4324;95222071;CONVERSOR CELULAR GSM;95 TELECOMUNICACIONES;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
4325;95222090;CONVERSOR DE BAJADA - DOWN CONVERTER;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4326;95222128;CONVERSOR DE SUBIDA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4327;95222166;CONVERTIDOR (OTROS);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4328;95222204;CORRECTOR BASE TIEMPO - T.B.C.;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4329;95222242;CORTADOR DE FIBRA OPTICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4330;95222251;CRIPTOFAX - CIFRADOR DE FACSIMIL;95 TELECOMUNICACIONES;22 EQUIPO;0003-2005/SBN-GO;ACTIVO
4331;95222260;CRIPTOFONO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4332;95222269;CUBO DE RETROPROYECCION - VIDEO WALL CUBE;95 TELECOMUNICACIONES;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
4333;95222279;DECODIFICADOR (OTROS);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4334;95222298;DECODIFICADOR CODIFICADOR DE SEÃAL DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
4335;95222317;DECODIFICADOR PARA LECTURA DE TONO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4336;95222355;DEMODULADOR (OTROS);95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4337;95222393;DEMODULADOR DE TV;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4338;95222412;DEMODULADOR DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4339;95222431;DERIVADOR DE DATOS SISTEMA DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4340;95222449;DESIGNADOR LASERICO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4341;95222453;DETECTOR DE AUDIO TRANSMISOR;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4342;95222457;DETECTOR DE GRABADORES DE CINTA O VIDEO;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4343;95222461;DETECTOR DE INTERFERENCIAS TELEFONICAS;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4344;95222468;DETECTOR LINEAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4345;95222506;DICTAFONO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4346;95222525;DIGITALIZADOR DE MICROFILM;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4347;95222534;DISCADOR AUTOMATICO;95 TELECOMUNICACIONES;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
4348;95222539;DISPOSITIVO DE SERVICIOS DE RED;95 TELECOMUNICACIONES;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4349;95222544;DISTORCIMETRO DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4350;95222582;DISTRIBUIDOR DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4351;95222619;DISTRIBUIDOR DE FLUJO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4352;95222657;DISTRIBUIDOR DE LINEA TELEFONICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4353;95222695;DISTRIBUIDOR DE POTENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4354;95222714;DISTRIBUIDOR DE VIDEO;95 TELECOMUNICACIONES;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
4355;95222733;DISTRIBUIDOR DE VIDEO Y PULSOS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4356;95222771;DIVISOR DE FRECUENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4357;95222790;DUPLICADORA DE MICROFILM;95 TELECOMUNICACIONES;22 EQUIPO;0040-98/SBN;ACTIVO
4358;95222808;DUPLEXOR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4359;95222818;DUPLICADOR DE SLIDES;95 TELECOMUNICACIONES;22 EQUIPO;0090-1999/SBN;ACTIVO
4360;95222832;DUPLICADOR/COPIADOR DE CD/DVD;95 TELECOMUNICACIONES;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
4361;95222839;DUPLICADORA IMPRESORA DE CD/DVD;95 TELECOMUNICACIONES;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4362;95222846;ECUALIZADOR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4363;95222858;ECUALIZADOR GRAFICO DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4364;95222870;ECUALIZADOR PARAMETRICO DIGITAL;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4365;95222884;ELEVADOR DE SONIDO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4366;95222922;ELEVADOR DE VOLTAJE;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4367;95222960;ELEVADOR MANUAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4368;95222978;EMBEBEDOR/DESEMBEBEDOR DE AUDIO;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4369;95222997;EMPALMADOR DE CINTA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4370;95223035;EMPALMADOR DE FIBRA OPTICA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4371;95223041;ENRUTADOR DE VIDEO - VIDEO ROUTING SWITCHER;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4372;95223047;EQUIPO ADF;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4373;95223053;EQUIPO ADMINISTRADOR DE ANCHO DE BANDA - BANDWIDTH MANAGER;95 TELECOMUNICACIONES;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
4374;95223056;EQUIPO CRIPTOGRAFICO;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4375;95223059;EQUIPO CSAS CONTROL DE SISTEMA DE AUMENTACION ESTABILIZACION;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4376;95223065;EQUIPO ANTI DENEGACION DE SERVICIO DISTRIBUIDO;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4377;95223066;EQUIPO DE AUDIOCONFERENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4378;95223073;EQUIPO DE CARGA FANTASMA;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4379;95223077;EQUIPO CERTIFICADOR DE CABLEADO ESTRUCTURADO;95 TELECOMUNICACIONES;22 EQUIPO;0040-98/SBN;ACTIVO
4380;95223082;EQUIPO DE CINE EN CASA - HOME THEATER;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4381;95223085;EQUIPO DE COMUNICACION LAN;95 TELECOMUNICACIONES;22 EQUIPO;0090-1999/SBN;ACTIVO
4382;95223088;EQUIPO DE COMUNICACION WAN;95 TELECOMUNICACIONES;22 EQUIPO;0090-1999/SBN;ACTIVO
4383;95223092;EQUIPO DE DATACONFERENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4384;95223111;EQUIPO DE ENLACE LINK;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4385;95223112;EQUIPO ESPECIALIZADO EN LA OBTENCION DE IMAGENES PARA ANALISIS FORENSE;95 TELECOMUNICACIONES;22 EQUIPO;PENDIENTE;ACTIVO
4386;95223113;EQUIPO ESPECIALIZADO DUPLICADOR QUE PERMITE REALIZAR IMAGENES FORENSE O COPIAS BIT A BIT;95 TELECOMUNICACIONES;22 EQUIPO;PENDIENTE;ACTIVO
4387;95223120;EQUIPO DE FILTRO DE CONTENIDO WEB;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4388;95223129;EQUIPO DE GIRO DIRECCIONAL;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4389;95223138;EQUIPO DE LINEA DE ABONADO DIGITAL ASIMETRICA - ADSL;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4390;95223148;EQUIPO DE MICROONDAS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4391;95223167;EQUIPO DE PILOTO AUTOMATICO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4392;95223186;EQUIPO DE POSICIONAMIENTO - GPS;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4393;95223205;EQUIPO DE PROYECCION AL AIRE LIBRE;95 TELECOMUNICACIONES;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4394;95223224;EQUIPO DE PRUEBA DE CARGA DE RUIDO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4395;95223243;EQUIPO DE PRUEBA EN LINEA;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4396;95223262;EQUIPO DE RADAR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4397;95223300;EQUIPO DE RADIO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4398;95223318;EQUIPO DE RADIO ALTIMETRO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4399;95223337;EQUIPO DE RADIO MOVIL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4400;95223346;EQUIPO DE SEGURIDAD DE APLICACIONES WEB;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4401;95223356;EQUIPO DE SISTEMA DE POSICION EN TIERRA;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4402;95223365;EQUIPO DE SISTEMA INVERSOR;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4403;95223375;EQUIPO DE SONIDO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4404;95223384;EQUIPO DE VIDEOCONFERENCIA;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4405;95223394;EQUIPO DECCA;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4406;95223413;EQUIPO DECODIFICADOR DE RECEPCION;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4407;95223416;EQUIPO DIRECTOR DE VUELO;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4408;95223419;EQUIPO MEDIDOR DE DISTANCIA - DME;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4409;95223422;EQUIPO DOPPLER;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4410;95223425;EQUIPO ESPAS;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4411;95223426;EQUIPO GUARDIAN/PORTERO - GATEKEEPER;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4412;95223428;EQUIPO IDENTIFICADOR Y REGISTRADOR DE LLAMADAS;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4413;95223429;EQUIPO INMARSAT;95 TELECOMUNICACIONES;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
4414;95223431;EQUIPO INTELIGENTE DE COMUNICACIONES;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4415;95223437;EQUIPO INTERCOM;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4416;95223443;EQUIPO LORAN C;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4417;95223451;EQUIPO MULTIPLEXOR;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4418;95223454;EQUIPO NAVEGADOR;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4419;95223457;EQUIPO OMEGA;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4420;95223460;EQUIPO PARA SUPERVISION Y SERVICIO SATELITAL DVB;95 TELECOMUNICACIONES;22 EQUIPO;0004-2002/SBN;ACTIVO
4421;95223463;EQUIPO PLANTA EXTERNA APU;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4422;95223465;EQUIPO PUERTA DE ENLACE - GATEWAY DE VOZ/FAX;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4423;95223467;EQUIPO RECEPTOR DE SATELITE DIGITAL - RECEPTOR SATELITAL;95 TELECOMUNICACIONES;22 EQUIPO;0015-2004/SBN-GO;ACTIVO
4424;95223469;EQUIPO SISA;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4425;95223475;EQUIPO SLAVE;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4426;95223481;EQUIPO SUBSCRIBER;95 TELECOMUNICACIONES;22 EQUIPO;0130-2000/SBN;ACTIVO
4427;95223489;EQUIPO TRANSCEPTOR FM;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
